in_0,in_1,in_2,in_3,in_4,in_5,in_6,in_7,in_8,in_9,move_target,repro_target,episode_id,agent_id
0.0,3.274637678200616,1.8615124711823716,0.0,1.0,0.0,1.0,1.0,0.19441665642315265,5.212386596762027,1,0,0,0
0.0,2.4322609639830626,2.9385313614193853,3.96633265221379,1.0,0.0,1.0,1.0,0.47663767820061587,6.1339092774096216,1,0,0,0
1.9054195336825401,-1.0,0.0,0.14726635094093687,0.0,1.0,1.0,1.0,0.0,6.505388385910759,0,1,0,0
0.0,-1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,5.67138838591076,4,0,0,0
0.0,-1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.83738838591076,4,0,0,0
0.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.00338838591076,4,0,0,0
0.0,-1.0,0.202,0.0,0.0,1.0,0.0,1.0,0.0,3.1693883859107603,4,0,0,0
0.0,-1.0,0.404,0.0,0.0,1.0,0.0,1.0,0.0,2.3353883859107603,4,0,0,0
0.404,-1.0,0.0,0.202,0.0,1.0,0.0,0.0,0.0,0.6673883859107601,0,1,0,0
2.7017640716996234,0.0,0.03272950601720748,6.230920365846008,0.0,1.0,1.0,0.0,4.689283640788817,4.551895495459975,3,1,0,1
2.0185627703328137,1.0598443884501147,5.801662739880812,-1.0,1.0,0.0,0.0,1.0,3.432920365846008,3.78475819818399,2,1,0,1
0.10576407169962332,0.0,0.0,1.3918720054828064,1.0,1.0,1.0,1.0,3.003662739880812,3.4779032792735958,4,0,0,1
0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.813566019154408,4,0,0,1
0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.9795660191544076,4,0,0,1
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.1455660191544075,4,0,0,1
0.0,0.0,0.202,0.0,1.0,0.0,0.0,0.0,0.0,2.3115660191544074,4,1,0,1
0.0,5.197357445695578,1.2189350747298917,-1.0,1.0,0.0,0.0,1.0,3.5522309581778293,4.148020396688638,4,0,0,2
2.178635037515557,5.0,3.2257853901126516,-1.0,0.0,1.0,0.0,1.0,2.6013574456955775,6.853616317350911,4,1,0,2
0.0,0.0,0.0,-1.0,1.0,1.0,1.0,1.0,0.0,4.3601656043710335,4,1,0,2
0.0,0.0,0.0,-1.0,1.0,1.0,1.0,1.0,0.0,3.5261656043710334,4,0,0,2
0.0,0.0,0.0,-1.0,1.0,1.0,0.0,1.0,0.0,1.8581656043710333,4,1,0,2
0.3317706978460374,0.0,0.0,-1.0,0.0,1.0,1.0,1.0,0.0,0.09508280218551657,0,1,0,2
0.0,4.6472223275000335,1.8800646811476707,1.7493097152668327,1.0,0.0,0.0,0.0,3.522169477437047,5.302047058914056,1,0,0,7
4.784578889219858,3.5751635219966875,5.872036884466256,1.010751235314405,0.0,0.0,0.0,0.0,1.8492223275000335,6.205637647131244,2,1,0,7
2.2840646811476706,4.819882686345861,5.362782084166396,3.2923498569262826,0.0,1.0,0.0,0.0,3.0740368844662562,4.446255058852497,2,1,0,7
4.144339111397284,0.6697208489318589,0.0,4.165287896236756,0.0,1.0,1.0,0.0,2.5647820841663957,3.7425020235409985,3,0,0,7
1.3463391113972838,0.0,0.6773836395338936,1.367287896236756,1.0,1.0,0.0,1.0,0.0,5.473284107707395,4,0,0,7
0.0,0.9176445744945716,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4.639284107707395,1,0,0,7
0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.971284107707395,4,1,0,7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3032841077073947,4,0,0,7
0.7556545588323074,1.9491350660907996,1.7439695291744917,2.7232816311547445,0.0,0.0,0.0,0.0,4.183008211437333,6.580182832573618,4,1,0,8
5.705726234848242,6.052198798941739,2.6378264946946945,5.362782084166396,0.0,0.0,0.0,0.0,0.12728163115474445,6.167273133029447,1,1,0,8
5.9077262348482416,3.254198798941739,0.0,2.5647820841663957,0.0,1.0,1.0,1.0,0.0,2.3769181976694678,0,1,0,8
5.020237175980382,0.6773836395338936,0.0,1.3463391113972838,0.0,0.0,1.0,1.0,3.1097262348482415,2.914767279067787,0,1,0,8
0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0080720438037483,4,1,0,8
1.4986479487243412,2.5236618467683645,0.0,5.552969500120698,0.0,0.0,1.0,0.0,2.961983530280281,4.557295897448682,3,0,0,9
0.0,7.030155696757611,1.16833265221379,3.5412728946237335,1.0,0.0,1.0,1.0,0.0,7.108698564727311,1,1,0,9
0.0,4.232155696757611,0.0,0.7432728946237335,0.0,1.0,1.0,1.0,0.0,6.274698564727311,4,1,0,9
0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.8863492823636556,4,1,0,9
0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0523492823636555,4,1,0,9
1.6607471688540683,7.969501150300843,5.474002542289095,4.682078084219109,0.0,0.0,0.0,0.0,1.1272368865174514,5.875172463069842,1,0,0,17
2.5042713791314197,4.668800027057645,0.0,6.5814493771650815,0.0,0.0,1.0,0.0,5.0,6.664137970455874,3,0,0,17
