in_0,in_1,in_2,in_3,in_4,in_5,in_6,in_7,in_8,in_9,move_target,repro_target,episode_id,agent_id
0.4899333777224184,3.061637678200616,4.6485124711823715,0.2324185521599375,1.0,0.0,1.0,0.0,2.9814166564231526,3.165386596762027,4,0,0,0
0.0,3.2526376782006157,1.8395124711823714,0.0,1.0,0.0,1.0,1.0,0.1724166564231524,5.046386596762027,1,0,0,0
0.0,2.399260963983062,2.905531361419385,3.9333326522137897,1.0,0.0,1.0,1.0,0.4436376782006155,5.918109277409622,1,0,0,0
1.81825953368254,-1.0,0.0,0.10326635094093639,0.0,1.0,1.0,1.0,0.0,6.20574838591076,0,0,0,0
0.0,-1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,5.27774838591076,4,1,0,0
0.0,-1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.34974838591076,4,0,0,0
0.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.4217483859107602,4,0,0,0
0.0,-1.0,0.191,0.0,0.0,1.0,0.0,1.0,0.0,2.4937483859107603,4,1,0,0
0.191,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3188741929553802,0,1,0,0
0.7446545588323075,1.9381350660907997,1.7329695291744918,2.7122816311547444,0.0,0.0,0.0,0.0,4.1720082114373325,6.497182832573618,4,1,0,8
0.9356545588323075,2.1291350660907997,0.0,2.9032816311547442,0.0,0.0,1.0,0.0,1.3630082114373323,5.129591416286809,3,0,0,8
5.672726234848241,6.019198798941739,2.579926494694694,5.329782084166395,0.0,0.0,0.0,0.0,0.09428163115474408,5.984673133029448,1,1,0,8
5.863726234848241,3.2101987989417387,0.0,2.5207820841663953,0.0,1.0,1.0,1.0,0.0,2.158618197669468,0,1,0,8
4.9652371759803815,0.0,0.0,1.2913391113972832,0.0,1.0,1.0,1.0,3.054726234848241,2.744447279067787,0,1,0,8
2.1562371759803813,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.24572623484824074,4.625447279067787,4,1,0,8
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.9431735139160278,4,1,0,8
0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.015173513916028,4,1,0,8
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.579586756958014,4,1,0,8
1.6497471688540684,7.958501150300843,5.463002542289095,4.671078084219109,0.0,0.0,0.0,0.0,1.1162368865174512,5.792172463069842,1,0,0,17
2.4656713791314195,4.646800027057645,0.0,6.559449377165081,0.0,0.0,1.0,0.0,5.0,6.514737970455874,3,0,0,17
2.6566713791314194,1.8378000270576447,0.0,3.750449377165081,0.0,1.0,1.0,1.0,2.191,8.395737970455874,4,0,0,17
0.0,0.0,0.2086695562251864,0.9414493771650809,1.0,1.0,0.0,1.0,0.0,9.658737970455874,4,0,0,17
0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,8.730737970455873,4,1,0,17
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,7.8027379704558735,4,0,0,17
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.8747379704558735,4,1,0,17
0.0,0.382,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.581368985227937,1,1,0,17
2.9846068219746407,6.899927867731383,-1.0,5.277660542643532,0.0,0.0,1.0,0.0,3.372930831450998,6.296715037203576,1,0,0,18
3.1756068219746405,4.0909278677313825,-1.0,5.468660542643532,0.0,1.0,1.0,0.0,0.5639308314509979,8.177715037203576,3,0,0,18
0.0,0.7033364525822909,0.0,0.69628810279838,1.0,0.0,1.0,0.0,2.6596605426435316,8.423172029762862,4,0,0,18
0.0,0.894336452582291,0.0,0.0,1.0,0.0,1.0,1.0,0.0,10.154832572406393,4,0,0,18
0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,9.226832572406394,4,0,0,18
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.298832572406393,4,0,0,18
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.3708325724063934,4,0,0,18
0.191,0.191,0.191,0.0,0.0,0.0,0.0,0.0,0.0,6.4428325724063935,4,0,0,18
0.382,0.0,0.382,0.191,0.0,0.0,0.0,0.0,0.0,5.514832572406394,4,0,0,18
0.764,0.191,0.764,0.573,0.0,0.0,0.0,0.0,0.0,3.6588325724063937,2,0,0,18
-1.0,1.304766514481279,0.6384905692680185,1.1460000000000001,1.0,0.0,0.0,0.0,0.0,2.0079622770720738,1,0,0,18
0.5925924554144149,0.9550000000000001,1.125613211585023,1.3370000000000002,0.0,0.0,0.0,0.0,0.0,1.983136336138938,3,0,0,18
1.5280000000000002,1.5896146779731763,0.5876272672277876,1.5280000000000002,0.0,0.0,0.0,0.0,0.0,1.9955090689111508,1,0,0,18
0.5901018137822303,1.7190000000000003,1.3370000000000002,1.7190000000000003,0.0,0.0,0.0,0.0,0.0,2.258021933102097,3,0,0,18
1.9100000000000004,0.7104835092963357,0.9721018137822304,0.0,0.0,0.0,0.0,1.0,0.0,3.059934037185343,0,0,0,18
-1.0,0.8029868074370687,2.2920000000000003,0.0,1.0,0.0,0.0,1.0,0.0,3.429947229748275,2,0,0,18
-1.0,1.3541018137822305,1.7385924554144152,0.876989445949655,1.0,0.0,0.0,0.0,0.0,4.10795778379862,2,0,0,18
-1.0,1.733627267227788,2.166490569268019,1.012591556759724,1.0,0.0,0.0,0.0,0.0,4.096958682453311,2,0,0,18
-1.0,0.0,-1.0,1.0103917364906623,1.0,1.0,1.0,0.0,0.0,4.516057515230667,3,0,0,18
-1.0,0.0,1.0942115030461335,1.394591556759724,1.0,1.0,0.0,0.0,0.0,3.695237748675196,3,1,0,18
-1.0,0.0,0.9300475497350393,1.6409894459496552,1.0,1.0,0.0,0.0,0.0,1.9446866562298026,3,0,0,18
-1.0,1.948986807437069,0.5799373312459606,1.6401630069573794,1.0,0.0,0.0,0.0,0.0,2.2687387709334974,1,0,0,18
0.6447477541866995,0.0,0.0,1.900203758696724,0.0,1.0,1.0,0.0,0.0,2.835977824183867,3,0,0,18
2.0221630069573795,0.44237343737996343,0.7581955648367735,0.0,0.0,0.0,0.0,1.0,0.0,3.2409860180438175,0,0,0,18
-1.0,0.8391972036087636,1.0267477541866996,0.0,1.0,0.0,0.0,1.0,0.0,3.6869518213924337,2,0,0,18
-1.0,1.1401955648367736,1.3439373312459608,0.9283903642784868,1.0,0.0,0.0,0.0,0.0,3.0483092113006465,2,0,0,18
-1.0,0.0,0.0,1.1193903642784868,1.0,1.0,1.0,0.0,0.0,2.1203092113006465,3,0,0,18
-1.0,0.2862044115600465,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.1923092113006466,1,0,0,18
0.0,0.382,0.2977945824274306,0.28772120534577134,0.0,0.0,0.0,0.0,0.0,0.3120517806005637,1,0,0,18
1.0611293816182334,4.530979667921319,7.534771703811349,1.7444459827895615,0.0,0.0,0.0,1.0,3.7502232498404044,6.146382442577406,2,0,0,25
5.5309695001206975,0.8694090811584512,2.5016618467683642,5.170499738355885,0.0,0.0,0.0,0.0,4.725771703811349,6.798105954061925,0,0,0,25
1.6190120916171489,6.276392894623734,0.13098353028028065,1.4431293816182336,0.0,0.0,1.0,0.0,2.7219695001206974,7.31948476324954,1,1,0,25
1.3768664527706056,1.2514090811584513,0.0,2.552499738355885,1.0,0.0,1.0,1.0,3.4673928946237336,4.808793905299816,4,0,0,25
0.0,1.4424090811584513,0.0,0.0,1.0,0.0,1.0,1.0,0.6583928946237334,6.689793905299816,4,1,0,25
0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,6.42018679992355,4,0,0,25
0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,4.56418679992355,4,0,0,25
0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.63618679992355,4,0,0,25
0.3145320716140844,0.0,0.382,0.191,0.0,1.0,0.0,0.0,0.0,1.7801867999235501,2,1,0,25
0.0,0.0,0.382,0.54703735998471,0.0,0.0,0.0,0.0,0.0,0.16607471996942003,3,1,0,25
3.633218886855664,3.083831907027771,6.285579852770956,4.741361807743439,0.0,0.0,0.0,0.0,5.0,4.794520721831493,4,0,0,26
3.8242188868556637,3.274831907027771,6.476579852770956,4.932361807743439,0.0,0.0,0.0,0.0,2.191,6.675520721831493,2,0,0,26
6.5653764957395335,3.874537611190445,-1.0,3.7171041443662984,0.0,0.0,1.0,0.0,3.667579852770956,7.221416577465194,0,0,0,26
4.07756911754403,5.302863168263995,-1.0,0.0,0.0,0.0,1.0,1.0,3.7563764957395334,7.658133261972155,4,0,0,26
1.26856911754403,5.493863168263995,-1.0,0.0,1.0,0.0,1.0,1.0,0.9473764957395332,9.539133261972156,1,0,0,26
0.0,0.0,-1.0,0.0,1.0,1.0,1.0,0.0,0.0,8.630509757711689,4,0,0,26
0.0,0.0,-1.0,0.191,1.0,1.0,1.0,0.0,0.0,7.702509757711689,4,0,0,26
0.0,0.0,-1.0,0.0,1.0,1.0,1.0,0.0,0.0,6.774509757711689,4,0,0,26
0.0,0.0,-1.0,0.191,1.0,1.0,1.0,0.0,0.0,5.846509757711689,4,0,0,26
0.0,0.0,-1.0,0.382,0.0,1.0,1.0,0.0,0.0,4.918509757711689,4,0,0,26
0.191,0.5561656098420356,-1.0,0.573,0.0,0.0,1.0,0.0,0.0,3.9905097577116893,4,0,0,26
0.382,0.7471656098420356,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0625097577116893,1,0,0,26
0.8035019515423378,0.573,-1.0,0.5649324878736284,0.0,0.0,1.0,0.0,0.0,2.2691734160113874,0,0,0,26
0.764,0.6448346832022775,-1.0,0.45734599029890277,0.0,0.0,1.0,0.0,0.0,1.6908406843514479,0,0,0,26
0.9550000000000001,0.5291681368702896,-1.0,1.2880709370500854,0.0,0.0,1.0,0.0,0.0,1.1886725474811584,3,0,0,26
0.9550000000000001,0.8393459902989029,0.4287345094962317,1.1504567496400682,0.0,0.0,0.0,0.0,0.0,1.311008975035012,3,0,0,26
1.1460000000000001,0.7914767922391222,0.4532017950070024,1.5280000000000002,0.0,0.0,0.0,0.0,0.0,1.2712639296680779,3,0,0,26
1.7190000000000003,1.9100000000000004,0.4452527859336156,2.2920000000000003,0.0,0.0,0.0,0.0,0.0,1.6170111437344625,3,0,0,26
2.2920000000000003,1.9100000000000004,0.5144022287468926,2.1010000000000004,0.0,0.0,0.0,0.0,0.0,2.65760891498757,0,0,0,26
1.2398512583709047,0.7225217829975139,2.1010000000000004,2.2920000000000003,0.0,0.0,0.0,0.0,0.0,3.490087131990056,3,0,0,26
1.543064072963631,2.483,0.8890174263980113,2.7211203831683357,0.0,0.0,0.0,0.0,0.0,4.156069705592045,3,0,0,26
1.8743300912045384,2.674,1.022213941118409,2.483,0.0,0.0,0.0,0.0,0.0,5.117976147641971,1,0,0,26
1.2145952295283944,0.9017169807056185,0.0,2.674,0.0,0.0,1.0,0.0,0.0,5.840380918113577,3,0,0,26
2.8649999999999998,1.1469735845644948,1.3590761836227154,2.674,0.0,0.0,0.0,0.0,0.0,6.418304734490861,0,0,0,26
2.6226626140056726,1.4746609468981724,1.5965952295283945,2.8649999999999998,0.0,0.0,0.0,0.0,0.055999999999999606,7.015643787592689,3,0,0,26
3.2469999999999994,3.0559999999999996,1.6501287575185375,1.2945783403212041,0.0,0.0,0.0,0.0,0.055999999999999606,7.4935150300741515,0,0,0,26
0.0,1.74570300601483,0.0,1.5223694979999332,1.0,0.0,1.0,0.0,0.4379999999999993,7.8758120240593215,4,0,0,26
0.0,1.93670300601483,0.0,1.7133694979999332,1.0,0.0,0.0,0.0,0.0,7.385812024059321,1,0,0,26
1.6681624048118644,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.9173526252622874,0,0,0,26
0.0,1.5744705250524575,0.382,0.0,0.0,0.0,0.0,1.0,0.0,6.274044505021695,1,0,0,26
0.0,0.0,0.0,0.382,1.0,0.0,0.0,0.0,0.0,5.665706129069813,4,0,0,26
0.4619112377921787,0.191,0.191,0.573,0.0,0.0,0.0,0.0,0.0,4.737706129069813,4,0,0,26
0.6529112377921786,0.382,0.382,0.764,0.0,0.0,0.0,0.0,0.0,3.809706129069813,4,0,0,26
0.8439112377921787,0.573,0.573,0.9550000000000001,0.0,0.0,0.0,0.0,0.0,2.881706129069813,3,0,0,26
0.7839494575913108,0.764,0.7673412258139627,0.573,0.0,0.0,0.0,0.0,0.0,2.3323649032558507,0,0,0,26
0.9550000000000001,0.6574729806511701,1.2259112377921788,0.764,0.0,0.0,0.0,0.0,0.0,1.7218413801959915,2,0,0,26
1.1460000000000001,1.1493412258139628,0.0,0.5353682760391983,0.0,0.0,0.0,0.0,0.0,1.675384341948972,1,0,0,26
0.5260768683897945,1.3370000000000002,1.3370000000000002,1.0394729806511702,0.0,0.0,0.0,0.0,0.0,1.5616486993731404,1,0,0,26
