fold,epoch,train_loss,train_move_loss,train_repro_loss,train_move_acc,train_repro_acc,val_loss,val_move_loss,val_repro_loss,val_move_acc,val_repro_acc
1,1,1.766200,0.894084,0.872116,0.706732,0.496408,1.222543,0.384577,0.837965,0.914721,0.519933
1,2,1.156615,0.293729,0.862886,0.930300,0.531771,1.070804,0.234805,0.835999,0.940201,0.540769
1,3,1.089145,0.226965,0.862179,0.940104,0.532678,1.049974,0.202516,0.847458,0.944330,0.464585
1,4,1.067782,0.205749,0.862033,0.942823,0.533387,1.027023,0.185947,0.841076,0.946717,0.495936
1,5,1.056524,0.195072,0.861452,0.943707,0.533213,1.020601,0.179931,0.840671,0.946588,0.497807
1,6,1.050068,0.188729,0.861338,0.944635,0.534042,1.013905,0.173645,0.840260,0.947942,0.499419
1,7,1.045057,0.184010,0.861046,0.944602,0.533496,1.009400,0.172568,0.836832,0.947684,0.518965
1,8,1.041670,0.180889,0.860782,0.944580,0.536532,1.002396,0.169368,0.833028,0.946975,0.551413
1,9,1.038225,0.177457,0.860767,0.945115,0.534479,1.000379,0.167637,0.832742,0.947297,0.551284
1,10,1.035559,0.174691,0.860868,0.945934,0.537001,1.001959,0.166588,0.835371,0.944846,0.528512
1,11,1.032792,0.172235,0.860558,0.946316,0.536128,0.996817,0.162033,0.834784,0.949039,0.531480
1,12,1.030179,0.169771,0.860408,0.946578,0.536018,1.002661,0.161310,0.841351,0.948265,0.490453
1,13,1.028831,0.168361,0.860470,0.946546,0.535811,0.990438,0.157819,0.832619,0.950523,0.552316
1,14,1.026730,0.166220,0.860510,0.946884,0.536881,0.993630,0.156599,0.837031,0.949619,0.513998
1,15,1.024628,0.164329,0.860299,0.946633,0.536805,0.993587,0.157825,0.835762,0.946652,0.518385
1,16,1.023440,0.163272,0.860167,0.946458,0.536411,0.998602,0.156919,0.841683,0.946717,0.485937
1,17,1.021113,0.161065,0.860048,0.946797,0.536106,0.992203,0.157716,0.834488,0.945168,0.529029
1,18,1.020290,0.160335,0.859955,0.946578,0.537034,0.985180,0.153207,0.831972,0.947878,0.548768
1,19,1.019009,0.158776,0.860233,0.946775,0.537733,0.982990,0.150284,0.832707,0.949748,0.539608
1,20,1.017427,0.157264,0.860162,0.947070,0.538027,0.990655,0.149757,0.840898,0.949813,0.489163
1,21,1.015956,0.156278,0.859678,0.946960,0.537077,0.981927,0.148919,0.833008,0.948587,0.539866
1,22,1.015257,0.155500,0.859757,0.946677,0.537951,0.982649,0.148860,0.833789,0.949297,0.530641
1,23,1.014337,0.154546,0.859791,0.946644,0.537853,0.986406,0.152367,0.834039,0.944459,0.527996
1,24,1.012560,0.152798,0.859762,0.947495,0.538016,0.984980,0.147698,0.837282,0.948587,0.508322
1,25,1.011848,0.152058,0.859790,0.946786,0.539512,0.985112,0.145803,0.839309,0.947813,0.498710
1,26,1.010229,0.150662,0.859567,0.947495,0.537591,0.980537,0.143921,0.836616,0.949877,0.511676
1,27,1.009024,0.149631,0.859393,0.948041,0.539119,0.979959,0.144303,0.835656,0.947813,0.516708
1,28,1.008210,0.148795,0.859416,0.947878,0.538355,0.975410,0.142428,0.832982,0.948007,0.533931
1,29,1.007303,0.147808,0.859495,0.947135,0.540091,0.977910,0.142968,0.834943,0.949103,0.523868
1,30,1.006361,0.147005,0.859356,0.947572,0.538977,0.976021,0.142692,0.833329,0.946265,0.530448
1,31,1.005263,0.146194,0.859069,0.947583,0.540779,0.973496,0.140041,0.833455,0.947942,0.531093
1,32,1.004658,0.145567,0.859091,0.947834,0.540091,0.974058,0.141670,0.832388,0.947104,0.537027
1,33,1.003743,0.144625,0.859118,0.947692,0.540888,0.977956,0.137567,0.840388,0.950587,0.498968
1,34,1.003174,0.144172,0.859002,0.947441,0.541030,0.967817,0.136900,0.830917,0.951297,0.546897
1,35,1.001632,0.142750,0.858882,0.948074,0.541565,0.968661,0.137275,0.831386,0.948652,0.542511
1,36,1.000879,0.142041,0.858838,0.948107,0.541630,0.965909,0.135266,0.830644,0.951103,0.548445
1,37,1.000238,0.141503,0.858735,0.948642,0.542809,0.972395,0.134241,0.838155,0.950135,0.506902
1,38,0.999987,0.141296,0.858690,0.948423,0.542253,0.970447,0.134706,0.835740,0.949490,0.518772
1,39,0.999483,0.140622,0.858861,0.947768,0.541303,0.965869,0.136423,0.829446,0.949361,0.561605
1,40,0.998490,0.139508,0.858982,0.948795,0.543268,0.971320,0.136768,0.834551,0.947878,0.523481
1,41,0.997994,0.139456,0.858538,0.948009,0.542449,0.960845,0.132844,0.828001,0.950329,0.568507
1,42,0.997494,0.138804,0.858690,0.948434,0.542962,0.966747,0.131676,0.835071,0.950329,0.519868
1,43,0.996843,0.138290,0.858553,0.948598,0.541423,0.974187,0.132379,0.841808,0.949039,0.489808
1,44,0.996083,0.137604,0.858480,0.948347,0.542253,0.969185,0.133862,0.835323,0.948716,0.519481
1,45,0.995452,0.137101,0.858350,0.948860,0.544818,0.958156,0.130272,0.827884,0.950845,0.566250
1,46,0.995329,0.137079,0.858250,0.948019,0.542875,0.967861,0.131090,0.836771,0.950974,0.509483
1,47,0.995157,0.136761,0.858396,0.947834,0.544251,0.961276,0.129572,0.831704,0.950781,0.537092
1,48,0.993777,0.135620,0.858157,0.948631,0.544349,0.968528,0.130523,0.838005,0.948394,0.504128
1,49,0.993312,0.135214,0.858098,0.948762,0.544458,0.966280,0.132390,0.833890,0.948974,0.523158
1,50,0.992884,0.134812,0.858071,0.949013,0.543170,0.961968,0.128978,0.832990,0.951619,0.527480
1,51,0.992718,0.134577,0.858141,0.948762,0.546150,0.964530,0.127933,0.836598,0.950329,0.510128
1,52,0.992636,0.134640,0.857996,0.948303,0.543705,0.957810,0.127855,0.829955,0.949232,0.545478
1,53,0.991857,0.134008,0.857849,0.948434,0.543912,0.958739,0.127096,0.831643,0.952006,0.535544
1,54,0.990588,0.132959,0.857629,0.948762,0.545659,0.960333,0.127971,0.832362,0.949813,0.537350
1,55,0.990451,0.132490,0.857961,0.949417,0.545987,0.962276,0.127450,0.834826,0.951297,0.523029
1,56,0.990578,0.132577,0.858000,0.949330,0.545768,0.960164,0.127864,0.832300,0.950587,0.531415
1,57,0.990387,0.132715,0.857672,0.948991,0.546281,0.957305,0.127140,0.830165,0.951555,0.541091
1,58,0.989392,0.131764,0.857628,0.949297,0.546511,0.969014,0.129769,0.839245,0.948845,0.498968
1,59,0.989572,0.131725,0.857847,0.948696,0.547231,0.959731,0.127794,0.831937,0.949748,0.531415
1,60,0.989019,0.131342,0.857677,0.948893,0.547122,0.958389,0.127509,0.830879,0.949103,0.536640
1,61,0.988779,0.131191,0.857587,0.949341,0.547308,0.955037,0.129224,0.825814,0.948845,0.573990
1,62,0.988741,0.131162,0.857580,0.949133,0.546773,0.961082,0.126545,0.834537,0.950652,0.518643
1,63,0.988291,0.130882,0.857409,0.948227,0.547362,0.956585,0.126485,0.830100,0.951684,0.541027
1,64,0.987876,0.130208,0.857668,0.948980,0.547417,0.951786,0.126002,0.825784,0.951942,0.572700
1,65,0.987380,0.129780,0.857600,0.949199,0.548159,0.955459,0.124577,0.830882,0.951748,0.536769
1,66,0.986410,0.128957,0.857453,0.949788,0.549000,0.955969,0.126254,0.829714,0.948974,0.544123
1,67,0.986136,0.128831,0.857306,0.949624,0.548356,0.961384,0.125344,0.836039,0.951942,0.512192
1,68,0.986747,0.129214,0.857533,0.949351,0.547155,0.954643,0.126757,0.827886,0.948652,0.561024
1,69,0.986563,0.129120,0.857443,0.949603,0.548913,0.957237,0.124029,0.833208,0.950393,0.522965
1,70,0.985945,0.128676,0.857269,0.949635,0.546969,0.951366,0.125890,0.825476,0.948329,0.574313
1,71,0.985463,0.128110,0.857353,0.949712,0.548421,0.950887,0.123339,0.827548,0.952587,0.559025
1,72,0.985471,0.128060,0.857412,0.949919,0.547668,0.952242,0.123466,0.828776,0.951232,0.552316
1,73,0.985008,0.127549,0.857459,0.950814,0.549764,0.954482,0.124648,0.829834,0.950652,0.539350
1,74,0.984974,0.127692,0.857282,0.949635,0.549404,0.951990,0.122893,0.829097,0.950393,0.545607
1,75,0.984776,0.127420,0.857357,0.949199,0.548214,0.954617,0.122879,0.831738,0.951103,0.532125
1,76,0.984181,0.126932,0.857249,0.949646,0.549884,0.951977,0.125327,0.826650,0.948329,0.561605
1,77,0.984429,0.127275,0.857154,0.949865,0.550649,0.956187,0.122523,0.833663,0.953038,0.520191
1,78,0.983422,0.126248,0.857174,0.950651,0.549207,0.952264,0.122079,0.830185,0.952200,0.537866
1,79,0.983815,0.126537,0.857278,0.949821,0.549546,0.961335,0.123219,0.838115,0.950523,0.501806
1,80,0.983727,0.126524,0.857203,0.949351,0.548552,0.946596,0.121901,0.824695,0.951297,0.578893
2,1,1.752530,0.879725,0.872804,0.734425,0.520824,1.239454,0.387293,0.852161,0.910342,0.556336
2,2,1.157589,0.291701,0.865888,0.936026,0.525825,1.100046,0.245734,0.854312,0.934555,0.538062
2,3,1.095153,0.230520,0.864633,0.941987,0.524620,1.069597,0.214800,0.854797,0.932500,0.532751
2,4,1.075553,0.211482,0.864072,0.944510,0.525490,1.053870,0.198424,0.855446,0.940951,0.511621
2,5,1.065713,0.202128,0.863585,0.944722,0.526060,1.048773,0.191032,0.857741,0.937468,0.488950
2,6,1.058849,0.195667,0.863182,0.945045,0.529007,1.047831,0.193415,0.854416,0.935926,0.531552
2,7,1.054230,0.191434,0.862796,0.945246,0.528661,1.041192,0.187728,0.853465,0.938324,0.548741
2,8,1.049588,0.187196,0.862392,0.946050,0.532422,1.037968,0.185809,0.852158,0.936725,0.571070
2,9,1.046642,0.184475,0.862167,0.945592,0.533717,1.033894,0.177080,0.856815,0.939467,0.496545
2,10,1.043769,0.181912,0.861857,0.945782,0.535235,1.035740,0.178113,0.857627,0.938039,0.494775
2,11,1.041593,0.179768,0.861825,0.946340,0.536106,1.028723,0.176931,0.851792,0.938210,0.555137
2,12,1.039225,0.177535,0.861691,0.946697,0.536017,1.024847,0.172277,0.852570,0.938439,0.542173
2,13,1.036698,0.175186,0.861512,0.946697,0.537557,1.023257,0.170918,0.852340,0.936725,0.551939
2,14,1.034073,0.172697,0.861376,0.947077,0.538015,1.018970,0.166941,0.852029,0.938667,0.553938
2,15,1.031719,0.170557,0.861162,0.947412,0.538149,1.028486,0.171105,0.857380,0.937182,0.490549
2,16,1.029647,0.168617,0.861030,0.947088,0.539120,1.020337,0.167418,0.852919,0.939581,0.537491
2,17,1.027874,0.166847,0.861027,0.947814,0.539310,1.018521,0.165344,0.853177,0.938153,0.523557
