fold,epoch,train_loss,train_move_loss,train_repro_loss,train_move_acc,train_repro_acc,val_loss,val_move_loss,val_repro_loss,val_move_acc,val_repro_acc
1,1,1.986321,1.078374,0.907947,0.672665,0.564085,1.570312,0.634997,0.935315,0.885997,0.553129
1,2,1.319491,0.418564,0.900928,0.936339,0.523480,1.319543,0.388880,0.930663,0.924719,0.538408
1,3,1.188478,0.287887,0.900591,0.948079,0.521518,1.263917,0.335296,0.928621,0.930440,0.529268
1,4,1.142136,0.241545,0.900591,0.951201,0.520012,1.240952,0.311190,0.929762,0.931905,0.534710
1,5,1.119087,0.218741,0.900346,0.952371,0.523090,1.229623,0.301894,0.927729,0.931975,0.528780
1,6,1.105043,0.204843,0.900200,0.953274,0.522164,1.225711,0.296318,0.929393,0.930998,0.536664
1,7,1.096216,0.195904,0.900311,0.953698,0.520269,1.224431,0.293289,0.931142,0.933719,0.548873
1,8,1.090373,0.190089,0.900284,0.954612,0.525119,1.223180,0.288422,0.934758,0.935882,0.559757
1,9,1.085710,0.185591,0.900119,0.954880,0.522900,1.218751,0.285842,0.932909,0.936371,0.557664
1,10,1.081697,0.181833,0.899864,0.954880,0.525420,1.221067,0.291843,0.929224,0.933091,0.542873
1,11,1.078389,0.178850,0.899539,0.955292,0.526367,1.222616,0.289809,0.932807,0.934696,0.560315
1,12,1.075789,0.176228,0.899561,0.955973,0.526880,1.211514,0.283306,0.928208,0.937278,0.539664
1,13,1.073242,0.173853,0.899389,0.955984,0.526524,1.217043,0.288132,0.928911,0.936231,0.542803
1,14,1.071119,0.171658,0.899461,0.956764,0.527159,1.210561,0.285913,0.924647,0.937766,0.525361
1,15,1.069305,0.169789,0.899516,0.956954,0.525420,1.220808,0.289176,0.931631,0.935324,0.551594
1,16,1.068054,0.168302,0.899752,0.956954,0.527850,1.214364,0.284733,0.929630,0.937278,0.549083
1,17,1.066715,0.167310,0.899406,0.956965,0.526914,1.212535,0.281796,0.930738,0.936231,0.547059
1,18,1.065275,0.165829,0.899446,0.957466,0.526434,1.205866,0.281136,0.924730,0.936161,0.522640
1,19,1.064311,0.164905,0.899405,0.957277,0.525052,1.210327,0.282227,0.928100,0.936789,0.537780
1,20,1.063211,0.163801,0.899411,0.957422,0.527750,1.212972,0.284332,0.928641,0.938115,0.543710
1,21,1.062382,0.163051,0.899331,0.957455,0.525609,1.208732,0.281419,0.927312,0.939301,0.536315
1,22,1.061442,0.161909,0.899532,0.957511,0.527282,1.205578,0.274621,0.930957,0.937208,0.553408
1,23,1.060552,0.161244,0.899308,0.957210,0.525565,1.213455,0.287766,0.925688,0.936580,0.524454
1,24,1.059856,0.160488,0.899367,0.958191,0.526635,1.209859,0.281068,0.928790,0.937278,0.544408
1,25,1.059234,0.159786,0.899448,0.957812,0.526245,1.208469,0.278715,0.929754,0.936859,0.548803
1,26,1.058323,0.159024,0.899299,0.957901,0.526367,1.207976,0.277568,0.930407,0.937347,0.550059
1,27,1.057661,0.158352,0.899309,0.958013,0.526367,1.206027,0.275041,0.930986,0.938254,0.550757
1,28,1.056905,0.157490,0.899415,0.957422,0.526323,1.209764,0.276266,0.933499,0.937347,0.559618
1,29,1.056876,0.157614,0.899262,0.956831,0.526925,1.200888,0.271253,0.929634,0.938743,0.546989
1,30,1.056334,0.157029,0.899305,0.957299,0.526044,1.196154,0.269339,0.926815,0.938882,0.531989
1,31,1.054691,0.155561,0.899130,0.957522,0.524907,1.195118,0.269318,0.925800,0.938324,0.528361
1,32,1.054166,0.155074,0.899092,0.957255,0.526412,1.201247,0.271380,0.929867,0.938952,0.548106
1,33,1.053802,0.154585,0.899217,0.957823,0.527638,1.199232,0.270675,0.928557,0.937906,0.543082
1,34,1.052839,0.153888,0.898950,0.957377,0.526825,1.193917,0.267709,0.926208,0.937417,0.526129
1,35,1.052529,0.153442,0.899087,0.957935,0.528107,1.198857,0.270150,0.928707,0.938045,0.544966
1,36,1.051328,0.152475,0.898853,0.958046,0.526234,1.198162,0.266633,0.931529,0.938952,0.552711
1,37,1.050326,0.151536,0.898790,0.958314,0.528876,1.190402,0.264646,0.925756,0.936510,0.529268
1,38,1.050442,0.151491,0.898951,0.958213,0.526646,1.197979,0.265955,0.932024,0.937068,0.556618
1,39,1.049567,0.150727,0.898840,0.958325,0.526657,1.188697,0.263566,0.925131,0.937696,0.523896
1,40,1.048924,0.149899,0.899025,0.958113,0.527170,1.193487,0.264236,0.929250,0.937138,0.549362
1,41,1.048124,0.149254,0.898870,0.958470,0.527427,1.193170,0.260760,0.932410,0.937766,0.558013
1,42,1.047603,0.148848,0.898756,0.957645,0.527984,1.190003,0.261349,0.928654,0.936929,0.542873
1,43,1.046873,0.148283,0.898590,0.958659,0.530080,1.186853,0.258763,0.928090,0.938045,0.539524
1,44,1.047189,0.148312,0.898877,0.958124,0.528296,1.189257,0.261235,0.928021,0.939022,0.541268
1,45,1.045771,0.147074,0.898697,0.958013,0.527962,1.184486,0.257118,0.927367,0.937626,0.539175
1,46,1.045667,0.147103,0.898564,0.958659,0.526345,1.188710,0.260478,0.928233,0.937557,0.541687
1,47,1.045174,0.146401,0.898773,0.958470,0.527505,1.187471,0.256495,0.930977,0.938254,0.554315
1,48,1.044232,0.145595,0.898637,0.958604,0.528162,1.186766,0.258939,0.927827,0.938673,0.543222
1,49,1.043942,0.145292,0.898650,0.958292,0.528909,1.190363,0.258720,0.931643,0.938882,0.558641
1,50,1.043424,0.144856,0.898568,0.958247,0.528073,1.185389,0.252575,0.932814,0.937557,0.562199
1,51,1.043190,0.144561,0.898630,0.958280,0.528898,1.180665,0.253693,0.926972,0.939999,0.539873
1,52,1.042796,0.144338,0.898458,0.958225,0.528229,1.184271,0.256562,0.927708,0.939022,0.540989
1,53,1.042341,0.143775,0.898566,0.958682,0.528129,1.181873,0.251811,0.930063,0.938045,0.548664
1,54,1.042236,0.143550,0.898686,0.958225,0.527282,1.182563,0.254080,0.928483,0.938115,0.544338
1,55,1.041740,0.143152,0.898588,0.958570,0.527092,1.179159,0.250221,0.928938,0.937906,0.542245
1,56,1.041349,0.142866,0.898483,0.957957,0.529679,1.174380,0.248607,0.925773,0.938324,0.525431
1,57,1.041194,0.142781,0.898413,0.958515,0.529445,1.183497,0.255397,0.928099,0.935603,0.542385
1,58,1.040777,0.142311,0.898466,0.958459,0.529166,1.181919,0.250091,0.931828,0.938603,0.558780
1,59,1.040491,0.142113,0.898378,0.958392,0.529935,1.184472,0.249802,0.934670,0.937068,0.565199
1,60,1.040748,0.142335,0.898413,0.958247,0.529679,1.179200,0.249016,0.930184,0.938394,0.555152
