fold,epoch,train_loss,train_move_loss,train_repro_loss,train_move_acc,train_repro_acc,val_loss,val_move_loss,val_repro_loss,val_move_acc,val_repro_acc
1,1,1.809081,0.898024,0.911057,0.709958,0.477189,1.408613,0.468690,0.939923,0.882369,0.558153
1,2,1.182401,0.279335,0.903066,0.937220,0.518307,1.245176,0.313834,0.931343,0.923184,0.530036
1,3,1.109790,0.207444,0.902347,0.948993,0.519555,1.222532,0.290366,0.932166,0.927998,0.532617
1,4,1.087251,0.185268,0.901982,0.950632,0.522030,1.212612,0.278305,0.934307,0.930650,0.543710
1,5,1.076204,0.174713,0.901491,0.952505,0.524227,1.201260,0.273487,0.927772,0.927510,0.522640
1,6,1.068717,0.167617,0.901101,0.953063,0.525096,1.200450,0.269161,0.931289,0.930929,0.541547
1,7,1.064085,0.162909,0.901176,0.953230,0.524216,1.200488,0.260630,0.939857,0.931905,0.570781
1,8,1.060645,0.159968,0.900677,0.953353,0.530013,1.191933,0.259584,0.932349,0.934068,0.550269
1,9,1.057950,0.157592,0.900358,0.953798,0.525933,1.187440,0.250562,0.936878,0.934557,0.566315
1,10,1.054822,0.154965,0.899856,0.955014,0.527884,1.191993,0.262626,0.929366,0.929184,0.542943
1,11,1.052869,0.153293,0.899575,0.954813,0.528731,1.187036,0.250898,0.936138,0.930719,0.565827
1,12,1.051298,0.151634,0.899664,0.955226,0.529634,1.176814,0.248542,0.928272,0.932115,0.539245
1,13,1.049743,0.150638,0.899105,0.955058,0.529077,1.183840,0.250240,0.933600,0.935254,0.559687
1,14,1.048407,0.149040,0.899368,0.955828,0.532566,1.172093,0.248293,0.923800,0.934138,0.512175
1,15,1.046675,0.147347,0.899328,0.955571,0.530158,1.184739,0.251950,0.932789,0.932952,0.555152
1,16,1.045729,0.146245,0.899484,0.955560,0.531028,1.177512,0.251827,0.925685,0.932254,0.529617
1,17,1.044546,0.145630,0.898915,0.955660,0.528932,1.172145,0.240170,0.931975,0.933510,0.555990
1,18,1.042766,0.143826,0.898941,0.956151,0.530704,1.164747,0.239482,0.925265,0.933371,0.527454
1,19,1.042060,0.143391,0.898669,0.955192,0.530894,1.171272,0.242340,0.928932,0.933371,0.545943
1,20,1.040621,0.141826,0.898795,0.956151,0.531719,1.170004,0.242739,0.927265,0.935045,0.542175
1,21,1.039276,0.140605,0.898671,0.955660,0.531173,1.169668,0.242717,0.926951,0.934068,0.537989
1,22,1.038728,0.139682,0.899046,0.956218,0.532120,1.164737,0.234127,0.930610,0.934836,0.555641
1,23,1.037725,0.139303,0.898422,0.955738,0.532934,1.158940,0.234142,0.924798,0.934138,0.525501
1,24,1.037238,0.138598,0.898640,0.955605,0.531842,1.164119,0.237576,0.926543,0.932673,0.536315
1,25,1.036179,0.137471,0.898708,0.956653,0.531407,1.165970,0.233843,0.932127,0.934905,0.561641
1,26,1.035079,0.136477,0.898602,0.956229,0.533090,1.156531,0.227617,0.928914,0.932673,0.550269
1,27,1.034515,0.135877,0.898637,0.955917,0.530738,1.158473,0.224662,0.933811,0.935952,0.564641
1,28,1.032938,0.134357,0.898582,0.956965,0.532265,1.164358,0.229357,0.935001,0.933789,0.571199
1,29,1.033529,0.135007,0.898522,0.955672,0.530147,1.158076,0.228524,0.929552,0.934557,0.554036
1,30,1.032891,0.134415,0.898476,0.956285,0.533001,1.148717,0.220334,0.928383,0.935882,0.548943
1,31,1.030559,0.132277,0.898281,0.956742,0.532065,1.146497,0.222037,0.924459,0.934487,0.532687
1,32,1.030295,0.131904,0.898391,0.956452,0.532444,1.155172,0.223530,0.931642,0.937347,0.560943
1,33,1.029647,0.131014,0.898633,0.956965,0.533414,1.142916,0.214998,0.927917,0.936301,0.550548
1,34,1.028669,0.130495,0.898174,0.956931,0.531541,1.144750,0.219963,0.924787,0.935324,0.533524
1,35,1.028615,0.130327,0.898289,0.955872,0.535744,1.147673,0.219988,0.927684,0.936580,0.548734
1,36,1.027345,0.129276,0.898069,0.956753,0.532432,1.146225,0.216921,0.929304,0.935673,0.553687
1,37,1.026471,0.128423,0.898047,0.957009,0.532499,1.134305,0.211937,0.922368,0.936929,0.521035
1,38,1.026364,0.128076,0.898288,0.956541,0.532555,1.144888,0.214225,0.930663,0.937208,0.556059
1,39,1.025330,0.127278,0.898052,0.956820,0.533692,1.142065,0.215325,0.926739,0.936022,0.547408
1,40,1.024895,0.126576,0.898319,0.957121,0.535666,1.137013,0.212359,0.924654,0.935673,0.539385
1,41,1.024254,0.126117,0.898137,0.957087,0.533336,1.147099,0.211056,0.936043,0.934905,0.575176
1,42,1.023628,0.125680,0.897948,0.956909,0.534306,1.138640,0.210958,0.927682,0.935324,0.551873
1,43,1.022947,0.125182,0.897765,0.956898,0.534919,1.134325,0.209056,0.925269,0.936301,0.542106
1,44,1.022928,0.124835,0.898093,0.956942,0.534986,1.143919,0.221526,0.922393,0.934557,0.526687
1,45,1.021905,0.123953,0.897952,0.957221,0.535041,1.132601,0.208771,0.923830,0.935673,0.537292
1,46,1.021524,0.123800,0.897725,0.956965,0.534005,1.139077,0.210736,0.928341,0.934905,0.555292
1,47,1.021410,0.123456,0.897954,0.956831,0.534941,1.138623,0.210693,0.927930,0.936580,0.556966
1,48,1.020192,0.122368,0.897824,0.957466,0.534785,1.131930,0.205184,0.926746,0.934905,0.553827
1,49,1.019722,0.122012,0.897710,0.957422,0.536156,1.131232,0.202075,0.929157,0.936092,0.563804
1,50,1.019588,0.121879,0.897709,0.957054,0.535465,1.132845,0.200436,0.932409,0.936371,0.570711
1,51,1.019054,0.121439,0.897614,0.957076,0.537305,1.126723,0.201063,0.925659,0.936719,0.549780
1,52,1.018350,0.120834,0.897515,0.957522,0.535164,1.127466,0.203634,0.923832,0.936510,0.537571
1,53,1.018018,0.120483,0.897535,0.957310,0.537372,1.129031,0.201588,0.927443,0.933719,0.554804
1,54,1.017636,0.119945,0.897690,0.957232,0.535041,1.134947,0.209796,0.925151,0.932394,0.547617
1,55,1.017342,0.119701,0.897641,0.956809,0.535844,1.136205,0.206884,0.929321,0.932673,0.562757
1,56,1.016637,0.119191,0.897446,0.957935,0.538498,1.121488,0.199552,0.921936,0.934208,0.528780
1,57,1.016060,0.118734,0.897326,0.957578,0.536948,1.128268,0.202216,0.926052,0.936371,0.553548
1,58,1.015902,0.118497,0.897405,0.957221,0.538375,1.130787,0.198246,0.932541,0.937696,0.572106
1,59,1.015560,0.118279,0.897281,0.957310,0.538564,1.128834,0.197062,0.931772,0.935743,0.573990
1,60,1.015160,0.117861,0.897299,0.957500,0.536658,1.131554,0.201068,0.930486,0.935673,0.570571
1,61,1.014952,0.117634,0.897318,0.957578,0.538821,1.123141,0.200134,0.923007,0.935254,0.538478
1,62,1.014160,0.116825,0.897335,0.958091,0.538442,1.121470,0.197077,0.924392,0.934975,0.547199
1,63,1.013791,0.116476,0.897314,0.957857,0.537327,1.118956,0.194001,0.924955,0.934626,0.551455
1,64,1.013118,0.116013,0.897105,0.958436,0.540192,1.118072,0.191435,0.926637,0.935324,0.555083
1,65,1.013443,0.116543,0.896900,0.957478,0.538286,1.115806,0.194135,0.921672,0.934836,0.533524
1,66,1.013036,0.115830,0.897206,0.958024,0.539713,1.129843,0.202093,0.927750,0.937347,0.561222
1,67,1.013355,0.116226,0.897129,0.957422,0.537728,1.118167,0.195586,0.922581,0.935324,0.537152
1,68,1.012019,0.114954,0.897065,0.957689,0.539769,1.120134,0.195745,0.924389,0.932952,0.545943
