fold,epoch,train_loss,train_move_loss,train_repro_loss,train_move_acc,train_repro_acc,val_loss,val_move_loss,val_repro_loss,val_move_acc,val_repro_acc
1,1,1.744955,0.870669,0.874286,0.700432,0.549142,1.175251,0.337915,0.837336,0.920075,0.524771
1,2,1.129733,0.263031,0.866702,0.930998,0.526465,1.051401,0.212317,0.839084,0.938460,0.529351
1,3,1.079762,0.214194,0.865568,0.937407,0.531094,1.033863,0.188842,0.845021,0.942975,0.470068
1,4,1.061315,0.197209,0.864106,0.940650,0.533092,1.017756,0.177551,0.840205,0.944717,0.494839
1,5,1.049216,0.186610,0.862606,0.941949,0.535342,1.009637,0.172037,0.837600,0.945362,0.513224
1,6,1.042818,0.180917,0.861901,0.942768,0.534785,1.002324,0.165171,0.837153,0.947813,0.513289
1,7,1.036426,0.175212,0.861214,0.943729,0.535123,1.000939,0.165849,0.835090,0.945749,0.529222
1,8,1.032605,0.171797,0.860808,0.944744,0.537405,0.995224,0.163086,0.832137,0.946136,0.547542
1,9,1.028946,0.168451,0.860495,0.944023,0.536204,0.991868,0.159863,0.832006,0.946652,0.546381
1,10,1.025589,0.165047,0.860542,0.944700,0.537154,0.987812,0.155322,0.832489,0.947362,0.542446
1,11,1.021971,0.161838,0.860133,0.946284,0.536619,0.985513,0.151530,0.833983,0.951039,0.528835
1,12,1.019811,0.159937,0.859875,0.946349,0.540113,0.990196,0.151895,0.838301,0.948523,0.502580
1,13,1.018658,0.158763,0.859895,0.945803,0.539065,0.979360,0.147451,0.831909,0.950006,0.542898
1,14,1.015772,0.156038,0.859734,0.946349,0.539163,0.982853,0.146371,0.836483,0.948845,0.512966
1,15,1.013157,0.153605,0.859552,0.946644,0.539359,0.981444,0.148342,0.833102,0.946459,0.529674
1,16,1.012007,0.152662,0.859345,0.945890,0.539654,0.985811,0.146522,0.839289,0.947233,0.495742
1,17,1.009731,0.150626,0.859105,0.947026,0.539054,0.976571,0.145979,0.830592,0.946588,0.547349
1,18,1.008063,0.149113,0.858950,0.946589,0.538540,0.972273,0.142019,0.830254,0.950264,0.552445
1,19,1.006285,0.147162,0.859123,0.947550,0.540036,0.969592,0.140018,0.829575,0.949555,0.552638
1,20,1.003940,0.144991,0.858948,0.947943,0.540615,0.980576,0.140973,0.839603,0.949361,0.491743
1,21,1.002532,0.143972,0.858560,0.947867,0.540997,0.969654,0.139503,0.830150,0.948781,0.548252
1,22,1.002094,0.143508,0.858586,0.947277,0.541063,0.973291,0.141748,0.831543,0.945233,0.537866
1,23,1.000902,0.142179,0.858723,0.948009,0.539862,0.970916,0.138475,0.832442,0.948910,0.529480
1,24,0.998384,0.139781,0.858603,0.948380,0.539665,0.969466,0.135116,0.834350,0.950652,0.515353
1,25,0.997938,0.139340,0.858598,0.947681,0.540320,0.971925,0.134444,0.837481,0.949168,0.501677
1,26,0.996428,0.137994,0.858434,0.947845,0.539938,0.964873,0.131882,0.832991,0.950393,0.524384
1,27,0.995402,0.137127,0.858275,0.948271,0.540779,0.964237,0.132090,0.832147,0.949942,0.530448
1,28,0.994302,0.136042,0.858260,0.948009,0.539272,0.960837,0.130710,0.830127,0.950587,0.545413
1,29,0.993386,0.135045,0.858341,0.948249,0.541117,0.965844,0.132438,0.833406,0.949877,0.526255
1,30,0.992023,0.133666,0.858357,0.949297,0.541598,0.963313,0.132671,0.830642,0.947684,0.538060
1,31,0.991226,0.133297,0.857929,0.948893,0.542100,0.959539,0.129571,0.829967,0.951748,0.545284
1,32,0.990563,0.132534,0.858029,0.949199,0.540189,0.967351,0.136501,0.830850,0.948458,0.538705
1,33,0.989867,0.131851,0.858015,0.949635,0.542471,0.962805,0.126642,0.836162,0.950781,0.509547
1,34,0.989138,0.131203,0.857935,0.948675,0.541456,0.958964,0.129526,0.829437,0.950845,0.547413
1,35,0.988320,0.130487,0.857833,0.948827,0.539883,0.958666,0.128667,0.830000,0.949361,0.540640
1,36,0.987148,0.129321,0.857827,0.949493,0.541183,0.955077,0.127436,0.827642,0.949426,0.559541
1,37,0.986612,0.128905,0.857707,0.949810,0.543246,0.963654,0.127109,0.836545,0.950264,0.501677
1,38,0.986485,0.128781,0.857704,0.950334,0.542165,0.961131,0.127257,0.833874,0.949684,0.516256
1,39,0.986277,0.128511,0.857765,0.949002,0.541139,0.953365,0.125067,0.828298,0.951942,0.557218
1,40,0.985245,0.127331,0.857913,0.950236,0.542296,0.961795,0.130005,0.831790,0.948136,0.526190
1,41,0.985017,0.127489,0.857527,0.949570,0.543126,0.952826,0.127167,0.825658,0.949297,0.578700
1,42,0.984604,0.126824,0.857780,0.949537,0.544054,0.954906,0.122615,0.832291,0.951232,0.527932
1,43,0.984082,0.126340,0.857742,0.949788,0.542853,0.960222,0.122201,0.838021,0.952071,0.497033
1,44,0.984233,0.126600,0.857633,0.949351,0.543355,0.957333,0.122431,0.834902,0.952522,0.510966
1,45,0.983150,0.125569,0.857581,0.950192,0.544349,0.946607,0.119851,0.826756,0.953167,0.567862
1,46,0.983712,0.126164,0.857549,0.950007,0.542678,0.961406,0.126548,0.834858,0.949361,0.510773
1,47,0.983537,0.125811,0.857726,0.950148,0.544251,0.956670,0.126394,0.830277,0.949619,0.541091
1,48,0.982063,0.124577,0.857486,0.949996,0.543192,0.962359,0.124129,0.838230,0.950135,0.496259
1,49,0.982190,0.124641,0.857549,0.950683,0.543803,0.956372,0.123607,0.832765,0.951490,0.521610
1,50,0.981775,0.124320,0.857455,0.950694,0.542820,0.952654,0.121487,0.831168,0.950716,0.530254
1,51,0.981217,0.123665,0.857552,0.950727,0.545419,0.955576,0.119841,0.835734,0.951297,0.508128
1,52,0.982104,0.124637,0.857466,0.949755,0.543967,0.950266,0.120030,0.830236,0.952200,0.540704
1,53,0.980463,0.123122,0.857341,0.950520,0.543606,0.948816,0.118428,0.830388,0.952974,0.535931
1,54,0.979371,0.122213,0.857158,0.951939,0.545473,0.953012,0.122130,0.830882,0.951168,0.537931
1,55,0.978807,0.121414,0.857393,0.951721,0.545735,0.953165,0.119711,0.833453,0.952329,0.525932
2,1,1.711988,0.836611,0.875377,0.719858,0.504973,1.204969,0.350703,0.854267,0.909257,0.568386
2,2,1.118539,0.251215,0.867324,0.936171,0.532054,1.076459,0.221340,0.855119,0.933927,0.551139
2,3,1.071875,0.207574,0.864302,0.941150,0.533014,1.048816,0.193968,0.854848,0.937982,0.549198
2,4,1.056530,0.193297,0.863233,0.944085,0.536497,1.045391,0.189977,0.855414,0.936212,0.522586
2,5,1.046949,0.184611,0.862338,0.945380,0.538651,1.033943,0.175488,0.858455,0.940209,0.486266
2,6,1.040188,0.178570,0.861618,0.945648,0.540393,1.033009,0.179429,0.853580,0.936725,0.539318
2,7,1.036564,0.175346,0.861219,0.945135,0.541163,1.026093,0.173678,0.852416,0.939981,0.560790
2,8,1.031844,0.171267,0.860578,0.946251,0.545103,1.024996,0.173864,0.851132,0.937639,0.591742
2,9,1.028879,0.168470,0.860408,0.945849,0.544713,1.020345,0.165131,0.855214,0.936840,0.510650
2,10,1.025977,0.166013,0.859965,0.946028,0.546878,1.020498,0.162020,0.858478,0.939295,0.490834
2,11,1.024185,0.164328,0.859857,0.946843,0.547291,1.012370,0.161439,0.850931,0.939581,0.556736
2,12,1.021957,0.162287,0.859670,0.946664,0.547023,1.010217,0.159485,0.850732,0.937811,0.565930
2,13,1.019540,0.160202,0.859338,0.946876,0.549468,1.006797,0.155106,0.851691,0.940095,0.556108
2,14,1.017372,0.158139,0.859233,0.947490,0.549870,1.006919,0.156130,0.850788,0.937868,0.563988
2,15,1.016439,0.157583,0.858856,0.946630,0.552616,1.014075,0.156028,0.858047,0.938210,0.498087
2,16,1.014514,0.155707,0.858807,0.946865,0.551422,1.005727,0.153516,0.852210,0.940437,0.540860
2,17,1.011935,0.153219,0.858716,0.948271,0.551433,1.004141,0.152565,0.851576,0.936954,0.544800
2,18,1.010622,0.152037,0.858585,0.947769,0.555016,1.005337,0.153699,0.851639,0.937582,0.559762
2,19,1.009667,0.150917,0.858751,0.947568,0.553755,1.004185,0.153331,0.850854,0.936497,0.560048
2,20,1.007585,0.149227,0.858358,0.948037,0.553676,1.006066,0.150554,0.855512,0.937182,0.522414
2,21,1.006383,0.148124,0.858260,0.948048,0.553710,0.997855,0.145154,0.852701,0.940380,0.533265
2,22,1.004687,0.146351,0.858335,0.948428,0.555161,1.000540,0.145457,0.855083,0.939295,0.516475
2,23,1.003051,0.144744,0.858307,0.949120,0.554235,0.994356,0.143395,0.850961,0.939295,0.556279
2,24,1.003146,0.144657,0.858488,0.948082,0.555139,1.007036,0.145779,0.861257,0.939467,0.490606
2,25,1.001327,0.142985,0.858342,0.949343,0.553989,1.002643,0.145358,0.857285,0.938724,0.508880
2,26,0.999992,0.141959,0.858033,0.948830,0.554581,0.999346,0.147780,0.851566,0.938039,0.554280
2,27,0.998937,0.140685,0.858252,0.948606,0.555451,0.994612,0.142713,0.851898,0.938382,0.548855
2,28,0.997447,0.139483,0.857964,0.949499,0.555038,0.994523,0.142839,0.851684,0.938553,0.574553
2,29,0.997554,0.139369,0.858185,0.948573,0.556434,0.997606,0.142105,0.855501,0.937753,0.521215
2,30,0.996337,0.138126,0.858210,0.949120,0.555083,0.997273,0.143925,0.853348,0.937297,0.537833
2,31,0.995397,0.137455,0.857942,0.948908,0.556556,0.998998,0.144853,0.854145,0.935640,0.532294
2,32,0.994674,0.136756,0.857918,0.949566,0.555887,0.994405,0.142023,0.852382,0.939295,0.549026
2,33,0.993011,0.134835,0.858176,0.949946,0.554938,0.992362,0.140317,0.852045,0.940323,0.550454
2,34,0.992771,0.134845,0.857927,0.949566,0.556378,0.993096,0.135189,0.857907,0.942379,0.510365
2,35,0.991691,0.133520,0.858171,0.950191,0.556367,0.990756,0.136560,0.854196,0.939124,0.531552
2,36,0.990624,0.132960,0.857665,0.950046,0.557807,0.993711,0.139807,0.853905,0.937411,0.532751
2,37,0.989644,0.131891,0.857753,0.950772,0.556010,0.993286,0.137939,0.855347,0.940095,0.528582
2,38,0.989566,0.131641,0.857925,0.950281,0.556333,0.991192,0.139488,0.851704,0.939524,0.553766
2,39,0.988370,0.130647,0.857723,0.950415,0.556322,0.986544,0.135409,0.851135,0.941237,0.556793
2,40,0.988246,0.130585,0.857661,0.950169,0.558588,0.989844,0.139058,0.850786,0.938096,0.575010
2,41,0.987640,0.129933,0.857707,0.951062,0.558197,0.988899,0.135645,0.853254,0.940723,0.538804
2,42,0.987157,0.129249,0.857907,0.950482,0.557383,0.987503,0.134777,0.852726,0.941408,0.544344
2,43,0.986489,0.128803,0.857686,0.951051,0.556858,0.988556,0.136881,0.851675,0.940095,0.552910
2,44,0.985435,0.127916,0.857519,0.950817,0.558298,0.989401,0.135762,0.853640,0.939410,0.537034
2,45,0.985754,0.127846,0.857909,0.951006,0.557561,0.992843,0.134117,0.858726,0.940723,0.508195
