fold,epoch,train_loss,train_move_loss,train_repro_loss,train_move_acc,train_repro_acc,val_loss,val_move_loss,val_repro_loss,val_move_acc,val_repro_acc
1,1,2.102774,1.065029,1.037745,0.568825,0.485585,1.724839,0.683477,1.041363,0.720505,0.579680
1,2,1.651121,0.638404,1.012717,0.757501,0.585725,1.639478,0.607059,1.032418,0.761635,0.539452
1,3,1.602251,0.591430,1.010822,0.785580,0.577469,1.601411,0.569295,1.032116,0.795952,0.575071
1,4,1.570278,0.560231,1.010047,0.799958,0.578705,1.575310,0.541911,1.033398,0.805521,0.506237
1,5,1.541959,0.531978,1.009980,0.810887,0.574234,1.556624,0.516300,1.040324,0.814989,0.629678
1,6,1.515880,0.506427,1.009453,0.820018,0.576407,1.536572,0.495293,1.041279,0.816743,0.632834
1,7,1.495108,0.485849,1.009260,0.825089,0.578268,1.503364,0.474087,1.029277,0.822203,0.549772
1,8,1.474930,0.466913,1.008017,0.829449,0.580029,1.488594,0.459649,1.028945,0.831471,0.555734
1,9,1.458974,0.451465,1.007508,0.833920,0.578855,1.477865,0.448877,1.028988,0.830970,0.548470
1,10,1.446154,0.438867,1.007287,0.837006,0.577082,1.465022,0.435912,1.029110,0.836130,0.587946
1,11,1.434167,0.427555,1.006612,0.839966,0.580454,1.452303,0.424441,1.027862,0.837082,0.579229
1,12,1.424809,0.418620,1.006189,0.841652,0.583077,1.442686,0.415189,1.027497,0.839287,0.542157
1,13,1.417214,0.411218,1.005996,0.843876,0.580991,1.435654,0.408458,1.027196,0.840238,0.565302
1,14,1.409760,0.404142,1.005619,0.845062,0.582265,1.433962,0.404704,1.029258,0.840689,0.605881
1,15,1.404376,0.399323,1.005053,0.846649,0.584014,1.428927,0.401726,1.027200,0.845198,0.580231
1,16,1.400469,0.395620,1.004849,0.847173,0.583165,1.422374,0.396432,1.025942,0.842643,0.576925
1,17,1.396011,0.391263,1.004748,0.848447,0.583727,1.419202,0.392492,1.026710,0.844046,0.591854
1,18,1.393067,0.388389,1.004678,0.849709,0.587237,1.415830,0.389436,1.026394,0.843745,0.535344
1,19,1.390106,0.385533,1.004573,0.849572,0.584002,1.415449,0.388622,1.026827,0.847302,0.597966
1,20,1.387550,0.382965,1.004585,0.850508,0.584201,1.409864,0.384807,1.025057,0.844397,0.557938
1,21,1.384353,0.380143,1.004210,0.851220,0.585913,1.408945,0.384045,1.024901,0.847202,0.544612
1,22,1.382309,0.377990,1.004319,0.853044,0.584176,1.406167,0.381791,1.024377,0.845950,0.563599
1,23,1.379395,0.375369,1.004026,0.852732,0.584464,1.404341,0.377962,1.026379,0.847553,0.595010
1,24,1.377636,0.373578,1.004057,0.853181,0.585763,1.402930,0.377835,1.025095,0.846551,0.582185
1,25,1.375736,0.371852,1.003884,0.853231,0.585675,1.400833,0.375915,1.024918,0.849306,0.571314
1,26,1.374020,0.370490,1.003530,0.853806,0.585088,1.397621,0.373425,1.024195,0.850358,0.570062
1,27,1.373152,0.369194,1.003958,0.855242,0.584714,1.395982,0.371790,1.024192,0.850008,0.572617
1,28,1.370863,0.367004,1.003859,0.855492,0.584376,1.396285,0.371080,1.025205,0.849707,0.588297
1,29,1.369824,0.366054,1.003770,0.854968,0.584539,1.399233,0.373901,1.025332,0.850458,0.584089
1,30,1.368890,0.365107,1.003783,0.855542,0.585176,1.394610,0.370212,1.024398,0.851661,0.549722
1,31,1.367567,0.363886,1.003681,0.855904,0.583939,1.393551,0.367341,1.026210,0.852011,0.599519
1,32,1.365961,0.362394,1.003567,0.856267,0.583764,1.394585,0.367739,1.026846,0.851360,0.598868
1,33,1.365623,0.362007,1.003616,0.856616,0.584689,1.390001,0.364720,1.025281,0.851060,0.586193
1,34,1.364460,0.360751,1.003709,0.857303,0.583802,1.389394,0.364820,1.024574,0.852362,0.579079
1,35,1.363668,0.360056,1.003612,0.857141,0.586350,1.387422,0.363620,1.023802,0.852512,0.555133
1,36,1.363276,0.359537,1.003739,0.856991,0.585288,1.386862,0.362569,1.024293,0.852713,0.576975
1,37,1.361729,0.358534,1.003195,0.857753,0.584551,1.390110,0.362069,1.028041,0.853414,0.605982
1,38,1.360877,0.357506,1.003371,0.857166,0.586125,1.391099,0.361871,1.029228,0.853965,0.612845
1,39,1.360626,0.357254,1.003372,0.858353,0.585301,1.385841,0.360462,1.025378,0.852863,0.594058
1,40,1.359188,0.355981,1.003208,0.858365,0.584676,1.385421,0.361475,1.023945,0.851761,0.567356
1,41,1.358360,0.355272,1.003088,0.858603,0.583539,1.384045,0.359447,1.024598,0.854065,0.584490
1,42,1.357596,0.354591,1.003005,0.858453,0.584976,1.384805,0.357881,1.026925,0.854015,0.596413
1,43,1.357338,0.354103,1.003235,0.858965,0.584301,1.382165,0.356618,1.025547,0.853665,0.592155
1,44,1.356365,0.353422,1.002943,0.858765,0.584376,1.384264,0.360061,1.024203,0.853815,0.572066
1,45,1.355129,0.352381,1.002748,0.859752,0.585076,1.383031,0.358618,1.024413,0.855117,0.577326
1,46,1.355055,0.352104,1.002951,0.859215,0.584726,1.380889,0.355807,1.025082,0.856170,0.583187
1,47,1.354535,0.351485,1.003050,0.859040,0.584476,1.379310,0.355892,1.023419,0.855618,0.560844
1,48,1.353498,0.351098,1.002400,0.860001,0.583889,1.381814,0.355240,1.026574,0.854466,0.603126
1,49,1.352918,0.350188,1.002730,0.859839,0.583390,1.379736,0.355606,1.024129,0.856270,0.573719
1,50,1.352451,0.349635,1.002816,0.860114,0.582990,1.378203,0.353603,1.024599,0.855318,0.580883
1,51,1.351871,0.349376,1.002495,0.859902,0.584027,1.378291,0.353975,1.024316,0.856370,0.571715
1,52,1.351668,0.348972,1.002696,0.860314,0.582540,1.379910,0.353970,1.025940,0.855969,0.597766
1,53,1.350689,0.348291,1.002398,0.861363,0.582865,1.378411,0.353517,1.024894,0.854667,0.588498
1,54,1.349898,0.347588,1.002311,0.860589,0.584751,1.374958,0.351488,1.023471,0.856771,0.573619
1,55,1.349201,0.347102,1.002099,0.860826,0.583514,1.378627,0.352018,1.026610,0.856671,0.600721
1,56,1.348981,0.346398,1.002583,0.861001,0.583589,1.380635,0.352591,1.028044,0.854366,0.611042
1,57,1.347794,0.345617,1.002178,0.861338,0.582528,1.374478,0.350665,1.023813,0.855919,0.576324
1,58,1.348150,0.346002,1.002147,0.860738,0.582865,1.373566,0.350331,1.023235,0.855719,0.560543
1,59,1.347639,0.345185,1.002453,0.861825,0.580841,1.373961,0.349948,1.024013,0.857522,0.580081
1,60,1.346619,0.344558,1.002061,0.861151,0.582428,1.376084,0.352139,1.023945,0.853915,0.574220
1,61,1.346178,0.344375,1.001803,0.861588,0.581516,1.375171,0.350292,1.024879,0.858224,0.584540
1,62,1.345985,0.343813,1.002172,0.861800,0.580417,1.378676,0.349479,1.029196,0.858173,0.616051
1,63,1.345646,0.343835,1.001811,0.861625,0.582615,1.371787,0.348712,1.023075,0.856420,0.554832
1,64,1.345151,0.343344,1.001808,0.861363,0.581478,1.373084,0.349622,1.023462,0.856420,0.572116
1,65,1.344284,0.342267,1.002016,0.861950,0.580117,1.374825,0.349669,1.025157,0.855969,0.580833
1,66,1.344565,0.342695,1.001870,0.861738,0.581678,1.375468,0.352410,1.023058,0.855017,0.564401
1,67,1.343484,0.341659,1.001825,0.862225,0.581079,1.371178,0.347528,1.023650,0.855669,0.571715
1,68,1.343220,0.341331,1.001889,0.862087,0.580092,1.372944,0.347565,1.025379,0.858023,0.592606
1,69,1.342282,0.340854,1.001428,0.862137,0.580454,1.371830,0.346682,1.025148,0.857773,0.583588
1,70,1.343039,0.341245,1.001794,0.862075,0.579093,1.377826,0.348667,1.029159,0.858324,0.614749
