fold,epoch,train_loss,train_move_loss,train_repro_loss,train_move_acc,train_repro_acc,val_loss,val_move_loss,val_repro_loss,val_move_acc,val_repro_acc
1,1,2.144554,1.150239,0.994314,0.646052,0.558729,1.668220,0.674002,0.994217,0.874792,0.534292
1,2,1.464878,0.471883,0.992995,0.910396,0.523750,1.350773,0.356535,0.994238,0.928083,0.353208
1,3,1.299658,0.307162,0.992496,0.936469,0.513427,1.265864,0.272558,0.993306,0.939667,0.516667
1,4,1.243059,0.250712,0.992346,0.944146,0.515281,1.229572,0.236867,0.992705,0.943542,0.519208
1,5,1.214806,0.222542,0.992265,0.947167,0.511000,1.207340,0.214294,0.993046,0.947125,0.621458
1,6,1.197708,0.205801,0.991907,0.948979,0.507750,1.193287,0.200569,0.992718,0.949167,0.523417
1,7,1.186481,0.194487,0.991994,0.950052,0.511125,1.183306,0.191210,0.992096,0.950792,0.508833
1,8,1.178492,0.186625,0.991867,0.950885,0.501125,1.175983,0.183986,0.991997,0.952167,0.554292
1,9,1.172196,0.180448,0.991748,0.951573,0.503354,1.172064,0.179829,0.992235,0.952083,0.624083
1,10,1.167503,0.175928,0.991575,0.953000,0.510094,1.166782,0.174717,0.992065,0.952875,0.602292
1,11,1.162770,0.171423,0.991347,0.953406,0.511458,1.159019,0.167493,0.991526,0.955208,0.449500
1,12,1.157534,0.166434,0.991100,0.955229,0.502656,1.155744,0.164068,0.991676,0.955875,0.555208
1,13,1.154086,0.163116,0.990970,0.955469,0.508760,1.150860,0.159040,0.991821,0.955667,0.599917
1,14,1.151204,0.160501,0.990704,0.955656,0.502490,1.148371,0.156683,0.991688,0.955292,0.588583
1,15,1.148996,0.158349,0.990647,0.956063,0.504708,1.145097,0.153878,0.991218,0.957042,0.546625
1,16,1.147094,0.156652,0.990442,0.956187,0.503594,1.144601,0.152698,0.991903,0.956833,0.398958
1,17,1.145550,0.155236,0.990314,0.956125,0.504719,1.142237,0.151208,0.991029,0.955708,0.576333
1,18,1.144182,0.153994,0.990187,0.956396,0.501969,1.140430,0.149975,0.990455,0.956500,0.467167
1,19,1.142817,0.152798,0.990019,0.956615,0.504271,1.140002,0.149000,0.991002,0.956750,0.599167
